Transaction_Date|Store_id|StorageLocation|ItemCode|VBN|MANU_DATE|EXPR_DATE|Qty|Remarks1|Remarks2|Remarks3
05302021|0056|0001|19018031||||2|||
05302021|0056|0001|17230213||||1|||
05302021|0056|0001|19250272||||1|||
05302021|0056|0001|20260082||||1|||
05302021|0056|0001|19230254||||1|||
05302021|0056|0001|19250275||||1|||
05302021|0056|0001|20260085||||0|||
05302021|0056|0001|18010145||||3|||
05302021|0056|0001|19250273||||2|||
05302021|0056|0001|20260084||||1|||
05302021|0056|0001|19948054||||2|||
05302021|0056|0001|19948052||||2|||
05302021|0056|0001|19250274||||2|||
05302021|0056|0001|19940042||||1|||
05302021|0056|0001|17230211||||0|||
05302021|0056|0001|19230252||||1|||
05302021|0056|0001|19260648||||2|||
05302021|0056|0001|20160071||||0|||
05302021|0056|0001|19250271||||2|||
05302021|0056|0001|19250276||||0|||
05302021|0056|0001|19250679||||1|||
05302021|0056|0001|19268039||||1|||
05302021|0056|0001|20260081||||3|||
05302021|0056|0001|19250363||||1|||
05302021|0056|0001|20160074||||1|||
05302021|0056|0001|18010144||||1|||
05302021|0056|0001|20260086||||2|||
05302021|0056|0001|19940041||||2|||
05302021|0056|0001|19268038||||1|||
05302021|0056|0001|19230251||||1|||
05302021|0056|0001|19250362||||0|||
05302021|0056|0001|20260083||||1|||
05302021|0056|0001|20160072||||1|||
05302021|0056|0001|20160073||||2|||
05302021|0056|0001|17230215||||0|||
05302021|0056|0001|19940647||||2|||
05302021|0056|0001|17018181||||4|||
05302021|0056|0001|19940646||||2|||
05302021|0056|0001|19250361||||1|||
05302021|0056|0001|18010146||||2|||
05302021|0056|0001|19940345||||0|||
05302021|0056|0001|19230253||||2|||
05302021|0056|0001|20940729||||1|||
05302021|0056|0001|19948053||||4|||
05302021|0056|0001|19230255||||1|||
05302021|0056|0001|19230727||||1|||
05302021|0056|0001|19940043||||1|||
05302021|0056|0001|18010143||||4|||
05302021|0056|0001|SPDRN216/D/XL||||3|||
05302021|0056|0001|SPDRN216/D/L||||2|||
05302021|0056|0001|SPDRN216/D/M||||2|||
05302021|0056|0001|SPDRN216/D/S||||2|||
05302021|0056|0001|GAMEA72/A/13||||2|||
05302021|0056|0001|GAMEA72/A/11||||2|||
05302021|0056|0001|GAMEA72/A/9||||2|||
05302021|0056|0001|GAMEA72/A/7||||1|||
05302021|0056|0001|GAMEA72/A/5||||2|||
05302021|0056|0001|GAMEA72/A/L||||1|||
05302021|0056|0001|GAMEA72/A/M||||2|||
05302021|0056|0001|GAMEA72/A/S||||2|||
05302021|0056|0001|GAMEA71/A/13||||0|||
05302021|0056|0001|GAMEA71/A/11||||1|||
05302021|0056|0001|GAMEA71/A/9||||0|||
05302021|0056|0001|GAMEA71/A/7||||0|||
05302021|0056|0001|GAMEA71/A/5||||0|||
05302021|0056|0001|GAMEA71/A/L||||0|||
05302021|0056|0001|GAMEA71/A/M||||2|||
05302021|0056|0001|GAMEA71/A/S||||1|||
05302021|0056|0001|AVGS088/A/13||||3|||
05302021|0056|0001|AVGS088/A/11||||4|||
05302021|0056|0001|AVGS088/A/9||||4|||
05302021|0056|0001|AVGS088/A/7||||6|||
