Order_type|Inbound_order|Inbound_item|Store_id|StorageLocation|ItemCode|Qty|UOM|PO_NUMBER|PO_ITEM|DELIV_DATE|HEADER_TEXT|ITEM_TEXT|VBN|MANU_DATE|EXPR_DATE|Remarks1|Remarks2|Remarks3
O|0180170470|000010|0056|0001|AQD502BV/24|1|PC|2000049733|000010|20201226||||||||
O|0180170470|000020|0056|0001|AQD502BV/25|1|PC|2000049733|000020|20201226||||||||
O|0180170470|000030|0056|0001|AQD502BV/26|1|PC|2000049733|000030|20201226||||||||
O|0180170470|000040|0056|0001|AQD502BV/27|1|PC|2000049733|000040|20201226||||||||
O|0180170470|000050|0056|0001|AQD502BV/28|1|PC|2000049733|000050|20201226||||||||
O|0180170470|000060|0056|0001|AQD502BV/29|1|PC|2000049733|000060|20201226||||||||
O|0180170470|000070|0056|0001|AQD502BV/30|1|PC|2000049733|000070|20201226||||||||
O|0180170470|000080|0056|0001|AQD502BV/31|1|PC|2000049733|000080|20201226||||||||
O|0180170470|000090|0056|0001|AQD502BV/32|1|PC|2000049733|000090|20201226||||||||
O|0180170470|000100|0056|0001|AQD502BV/33|1|PC|2000049733|000100|20201226||||||||
O|0180170470|000110|0056|0001|AQS508BV/29|1|PC|2000049733|000110|20201226||||||||
O|0180170470|000120|0056|0001|AQS508BV/30|1|PC|2000049733|000120|20201226||||||||
O|0180170470|000130|0056|0001|AQS508BV/31|1|PC|2000049733|000130|20201226||||||||
O|0180170470|000140|0056|0001|AQS508BV/32|1|PC|2000049733|000140|20201226||||||||
O|0180170470|000150|0056|0001|AQS508BV/33|1|PC|2000049733|000150|20201226||||||||
O|0180170470|000160|0056|0001|AQS509BR/29|1|PC|2000049733|000160|20201226||||||||
O|0180170470|000170|0056|0001|AQS509BR/30|1|PC|2000049733|000170|20201226||||||||
O|0180170470|000180|0056|0001|AQS509BR/31|1|PC|2000049733|000180|20201226||||||||
O|0180170470|000190|0056|0001|AQS509BR/32|1|PC|2000049733|000190|20201226||||||||
O|0180170470|000200|0056|0001|AQS509BR/33|1|PC|2000049733|000200|20201226||||||||
O|0180170470|000210|0056|0001|AV021BR/28|1|PC|2000049733|000210|20201226||||||||
O|0180170470|000220|0056|0001|AV021BR/29|1|PC|2000049733|000220|20201226||||||||
O|0180170470|000230|0056|0001|AV021BR/30|1|PC|2000049733|000230|20201226||||||||
O|0180170470|000240|0056|0001|AV021BR/31|1|PC|2000049733|000240|20201226||||||||
O|0180170470|000250|0056|0001|AV021BR/32|1|PC|2000049733|000250|20201226||||||||
O|0180170470|000260|0056|0001|AV022GR/23|1|PC|2000049733|000260|20201226||||||||
O|0180170470|000270|0056|0001|AV022GR/24|1|PC|2000049733|000270|20201226||||||||
O|0180170470|000280|0056|0001|AV022GR/25|1|PC|2000049733|000280|20201226||||||||
O|0180170470|000290|0056|0001|AV022GR/26|1|PC|2000049733|000290|20201226||||||||
O|0180170470|000300|0056|0001|AV022GR/27|1|PC|2000049733|000300|20201226||||||||
O|0180170470|000310|0056|0001|AV022GR/28|1|PC|2000049733|000310|20201226||||||||
O|0180170470|000320|0056|0001|AV103RB/23|1|PC|2000049733|000320|20201226||||||||
O|0180170470|000330|0056|0001|AV103RB/24|1|PC|2000049733|000330|20201226||||||||
O|0180170470|000340|0056|0001|AV103RB/25|1|PC|2000049733|000340|20201226||||||||
O|0180170470|000350|0056|0001|AV103RB/26|1|PC|2000049733|000350|20201226||||||||
O|0180170470|000360|0056|0001|AV103RB/27|1|PC|2000049733|000360|20201226||||||||
O|0180170470|000370|0056|0001|AV1915BB/29|1|PC|2000049733|000370|20201226||||||||
O|0180170470|000380|0056|0001|AV1915BB/30|1|PC|2000049733|000380|20201226||||||||
O|0180170470|000390|0056|0001|AV1915BB/31|1|PC|2000049733|000390|20201226||||||||
O|0180170470|000400|0056|0001|AV1915BB/32|1|PC|2000049733|000400|20201226||||||||
O|0180170470|000410|0056|0001|AV1915BB/33|1|PC|2000049733|000410|20201226||||||||
O|0180170470|000420|0056|0001|AV1915BB/34|1|PC|2000049733|000420|20201226||||||||
O|0180170470|000430|0056|0001|CR788R/28|1|PC|2000049733|000430|20201226||||||||
O|0180170470|000440|0056|0001|CR788R/29|1|PC|2000049733|000440|20201226||||||||
O|0180170470|000450|0056|0001|CR788R/30|1|PC|2000049733|000450|20201226||||||||
O|0180170470|000460|0056|0001|CR788R/31|1|PC|2000049733|000460|20201226||||||||
O|0180170470|000470|0056|0001|CR788R/32|1|PC|2000049733|000470|20201226||||||||
O|0180170470|000480|0056|0001|CR788R/33|1|PC|2000049733|000480|20201226||||||||
O|0180170470|000490|0056|0001|CSB455B/22|1|PC|2000049733|000490|20201226||||||||
O|0180170470|000500|0056|0001|CSB455B/23|1|PC|2000049733|000500|20201226||||||||
O|0180170470|000510|0056|0001|CSB455B/24|1|PC|2000049733|000510|20201226||||||||
O|0180170470|000520|0056|0001|CSB455B/25|1|PC|2000049733|000520|20201226||||||||
O|0180170470|000530|0056|0001|CSB455B/26|1|PC|2000049733|000530|20201226||||||||
O|0180170470|000540|0056|0001|CSB455B/27|1|PC|2000049733|000540|20201226||||||||
O|0180170470|000550|0056|0001|CST451G/22|1|PC|2000049733|000550|20201226||||||||
O|0180170470|000560|0056|0001|CST451G/23|1|PC|2000049733|000560|20201226||||||||
O|0180170470|000570|0056|0001|CST451G/24|1|PC|2000049733|000570|20201226||||||||
O|0180170470|000580|0056|0001|CST451G/25|1|PC|2000049733|000580|20201226||||||||
O|0180170470|000590|0056|0001|CST451G/26|1|PC|2000049733|000590|20201226||||||||
O|0180170470|000600|0056|0001|CST451G/27|1|PC|2000049733|000600|20201226||||||||
O|0180170470|000610|0056|0001|CST453B/22|1|PC|2000049733|000610|20201226||||||||
O|0180170470|000620|0056|0001|CST453B/23|1|PC|2000049733|000620|20201226||||||||
O|0180170470|000630|0056|0001|CST453B/24|1|PC|2000049733|000630|20201226||||||||
O|0180170470|000640|0056|0001|CST453B/25|1|PC|2000049733|000640|20201226||||||||
O|0180170470|000650|0056|0001|CST453B/26|1|PC|2000049733|000650|20201226||||||||
O|0180170470|000660|0056|0001|CST453B/27|1|PC|2000049733|000660|20201226||||||||
O|0180170470|000670|0056|0001|CSV008V/24|1|PC|2000049733|000670|20201226||||||||
O|0180170470|000680|0056|0001|CSV008V/25|1|PC|2000049733|000680|20201226||||||||
O|0180170470|000690|0056|0001|CSV008V/26|1|PC|2000049733|000690|20201226||||||||
O|0180170470|000700|0056|0001|CSV008V/27|1|PC|2000049733|000700|20201226||||||||
O|0180170470|000710|0056|0001|CSV008V/28|1|PC|2000049733|000710|20201226||||||||
O|0180170470|000720|0056|0001|CSV008V/29|1|PC|2000049733|000720|20201226||||||||
O|0180170470|000730|0056|0001|CSV008V/30|1|PC|2000049733|000730|20201226||||||||
O|0180170470|000740|0056|0001|CSV008V/31|1|PC|2000049733|000740|20201226||||||||
O|0180170470|000750|0056|0001|CSV008V/32|1|PC|2000049733|000750|20201226||||||||
O|0180170470|000760|0056|0001|CSV008V/33|1|PC|2000049733|000760|20201226||||||||
O|0180170470|000770|0056|0001|FZ004683N/25|1|PC|2000049733|000770|20201226||||||||
O|0180170470|000780|0056|0001|FZ004683N/26|1|PC|2000049733|000780|20201226||||||||
O|0180170470|000790|0056|0001|FZ004683N/27|1|PC|2000049733|000790|20201226||||||||
O|0180170470|000800|0056|0001|FZ004683N/28|1|PC|2000049733|000800|20201226||||||||
O|0180170470|000810|0056|0001|FZ004683N/29|1|PC|2000049733|000810|20201226||||||||
O|0180170470|000820|0056|0001|FZ004683N/30|1|PC|2000049733|000820|20201226||||||||
O|0180170470|000830|0056|0001|FZ025BS/27|1|PC|2000049733|000830|20201226||||||||
O|0180170470|000840|0056|0001|FZ025BS/28|1|PC|2000049733|000840|20201226||||||||
O|0180170470|000850|0056|0001|FZ025BS/29|1|PC|2000049733|000850|20201226||||||||
O|0180170470|000860|0056|0001|FZ025BS/30|1|PC|2000049733|000860|20201226||||||||
O|0180170470|000870|0056|0001|FZ025BS/31|1|PC|2000049733|000870|20201226||||||||
O|0180170470|000880|0056|0001|FZ025BS/32|1|PC|2000049733|000880|20201226||||||||
O|0180170470|000890|0056|0001|FZ1911BB/23|1|PC|2000049733|000890|20201226||||||||
O|0180170470|000900|0056|0001|FZ1911BB/24|1|PC|2000049733|000900|20201226||||||||
O|0180170470|000910|0056|0001|FZ1911BB/25|1|PC|2000049733|000910|20201226||||||||
O|0180170470|000920|0056|0001|FZ1911BB/26|1|PC|2000049733|000920|20201226||||||||
O|0180170470|000930|0056|0001|FZ1911BB/27|1|PC|2000049733|000930|20201226||||||||
O|0180170470|000940|0056|0001|FZ1911BB/28|1|PC|2000049733|000940|20201226||||||||
O|0180170470|000950|0056|0001|FZ1913OB/26|1|PC|2000049733|000950|20201226||||||||
O|0180170470|000960|0056|0001|FZ1913OB/27|1|PC|2000049733|000960|20201226||||||||
O|0180170470|000970|0056|0001|FZ1913OB/28|1|PC|2000049733|000970|20201226||||||||
O|0180170470|000980|0056|0001|FZ1913OB/29|1|PC|2000049733|000980|20201226||||||||
O|0180170470|000990|0056|0001|FZ1913OB/30|1|PC|2000049733|000990|20201226||||||||
O|0180170470|001000|0056|0001|FZ1913OB/31|1|PC|2000049733|001000|20201226||||||||
O|0180170470|001010|0056|0001|FZ1913OB/32|1|PC|2000049733|001010|20201226||||||||
O|0180170470|001020|0056|0001|FZ1913OB/33|1|PC|2000049733|001020|20201226||||||||
O|0180170470|001030|0056|0001|FZ1913OB/34|1|PC|2000049733|001030|20201226||||||||
O|0180170470|001040|0056|0001|FZ1913OB/35|1|PC|2000049733|001040|20201226||||||||
O|0180170470|001050|0056|0001|FZ1914PP/26|1|PC|2000049733|001050|20201226||||||||
O|0180170470|001060|0056|0001|FZ1914PP/27|1|PC|2000049733|001060|20201226||||||||
O|0180170470|001070|0056|0001|FZ1914PP/28|1|PC|2000049733|001070|20201226||||||||
O|0180170470|001080|0056|0001|FZ1914PP/29|1|PC|2000049733|001080|20201226||||||||
O|0180170470|001090|0056|0001|FZ1914PP/30|1|PC|2000049733|001090|20201226||||||||
O|0180170470|001100|0056|0001|FZ1914PP/31|1|PC|2000049733|001100|20201226||||||||
O|0180170470|001110|0056|0001|FZ1914PP/32|1|PC|2000049733|001110|20201226||||||||
O|0180170470|001120|0056|0001|FZ1914PP/33|1|PC|2000049733|001120|20201226||||||||
O|0180170470|001130|0056|0001|FZ1914PP/34|1|PC|2000049733|001130|20201226||||||||
O|0180170470|001140|0056|0001|FZ1914PP/35|1|PC|2000049733|001140|20201226||||||||
O|0180170470|001150|0056|0001|FZ249T/26|1|PC|2000049733|001150|20201226||||||||
O|0180170470|001160|0056|0001|FZ249T/27|1|PC|2000049733|001160|20201226||||||||
O|0180170470|001170|0056|0001|FZ249T/28|1|PC|2000049733|001170|20201226||||||||
O|0180170470|001180|0056|0001|FZ249T/29|1|PC|2000049733|001180|20201226||||||||
O|0180170470|001190|0056|0001|FZ249T/30|1|PC|2000049733|001190|20201226||||||||
O|0180170470|001200|0056|0001|FZ249T/31|1|PC|2000049733|001200|20201226||||||||
O|0180170470|001210|0056|0001|FZ249T/32|1|PC|2000049733|001210|20201226||||||||
O|0180170470|001220|0056|0001|FZ249T/33|1|PC|2000049733|001220|20201226||||||||
O|0180170470|001230|0056|0001|FZ249T/34|1|PC|2000049733|001230|20201226||||||||
O|0180170470|001240|0056|0001|FZ249T/35|1|PC|2000049733|001240|20201226||||||||
O|0180170470|001250|0056|0001|FZ343BO/23|1|PC|2000049733|001250|20201226||||||||
O|0180170470|001260|0056|0001|FZ343BO/24|1|PC|2000049733|001260|20201226||||||||
O|0180170470|001270|0056|0001|FZ343BO/25|1|PC|2000049733|001270|20201226||||||||
O|0180170470|001280|0056|0001|FZ343BO/26|1|PC|2000049733|001280|20201226||||||||
O|0180170470|001290|0056|0001|FZ343BO/27|1|PC|2000049733|001290|20201226||||||||
O|0180170470|001300|0056|0001|FZ801BB/25|1|PC|2000049733|001300|20201226||||||||
O|0180170470|001310|0056|0001|FZ801BB/26|1|PC|2000049733|001310|20201226||||||||
O|0180170470|001320|0056|0001|FZ801BB/27|1|PC|2000049733|001320|20201226||||||||
O|0180170470|001330|0056|0001|FZ801BB/28|1|PC|2000049733|001330|20201226||||||||
O|0180170470|001340|0056|0001|FZ801BB/29|1|PC|2000049733|001340|20201226||||||||
O|0180170470|001350|0056|0001|FZ801BB/30|1|PC|2000049733|001350|20201226||||||||
O|0180170470|001360|0056|0001|FZ801BB/31|1|PC|2000049733|001360|20201226||||||||
O|0180170470|001370|0056|0001|FZ801BB/32|1|PC|2000049733|001370|20201226||||||||
O|0180170470|001380|0056|0001|SP7033RG/24|1|PC|2000049733|001380|20201226||||||||
O|0180170470|001390|0056|0001|SP7033RG/25|1|PC|2000049733|001390|20201226||||||||
O|0180170470|001400|0056|0001|SP7033RG/26|1|PC|2000049733|001400|20201226||||||||
O|0180170470|001410|0056|0001|SP7033RG/27|1|PC|2000049733|001410|20201226||||||||
O|0180170470|001420|0056|0001|SP7033RG/28|1|PC|2000049733|001420|20201226||||||||
O|0180170470|001430|0056|0001|SP7033RG/29|1|PC|2000049733|001430|20201226||||||||
O|0180170470|001440|0056|0001|SP7033RG/30|1|PC|2000049733|001440|20201226||||||||
