Order_type|Inbound_order|Inbound_item|Store_id|StorageLocation|ItemCode|Qty|UOM|PO_NUMBER|PO_ITEM|DELIV_DATE|HEADER_TEXT|ITEM_TEXT|VBN|MANU_DATE|EXPR_DATE|Remarks1|Remarks2|Remarks3
O|0180170471|000690|0056|0001|AVGHR03/A/7|2|PC|2000049734|000690|20201226||||||||
O|0180170471|000700|0056|0001|SPDRHR05/A/S|2|PC|2000049734|000700|20201226||||||||
O|0180170471|000710|0056|0001|SPDRHR05/A/M|2|PC|2000049734|000710|20201226||||||||
O|0180170471|000720|0056|0001|SPDRHR05/A/L|2|PC|2000049734|000720|20201226||||||||
O|0180170471|000730|0056|0001|SPDRHR05/A/5|2|PC|2000049734|000730|20201226||||||||
O|0180170471|000740|0056|0001|SPDRHR05/A/7|2|PC|2000049734|000740|20201226||||||||
O|0180170471|000750|0056|0001|SPDRHR04/A/S|2|PC|2000049734|000750|20201226||||||||
O|0180170471|000760|0056|0001|SPDRHR04/A/M|2|PC|2000049734|000760|20201226||||||||
O|0180170471|000770|0056|0001|SPDRHR04/A/L|2|PC|2000049734|000770|20201226||||||||
O|0180170471|000780|0056|0001|SPDRHR04/A/5|2|PC|2000049734|000780|20201226||||||||
O|0180170471|000790|0056|0001|SPDRHR04/A/7|2|PC|2000049734|000790|20201226||||||||
O|0180170471|000800|0056|0001|AVGN284/WT/A/S|1|PC|2000049734|000800|20201226||||||||
O|0180170471|000810|0056|0001|AVGN284/WT/A/M|1|PC|2000049734|000810|20201226||||||||
O|0180170471|000820|0056|0001|AVGN284/WT/A/L|1|PC|2000049734|000820|20201226||||||||
O|0180170471|000830|0056|0001|AVGN284/WT/A/5|2|PC|2000049734|000830|20201226||||||||
O|0180170471|000840|0056|0001|AVGN284/WT/A/7|2|PC|2000049734|000840|20201226||||||||
O|0180170471|000850|0056|0001|AVGN284/WT/A/9|2|PC|2000049734|000850|20201226||||||||
O|0180170471|000860|0056|0001|AVGN284/WT/A/11|2|PC|2000049734|000860|20201226||||||||
O|0180170471|000870|0056|0001|AVGN284/WT/A/13|2|PC|2000049734|000870|20201226||||||||
O|0180170471|000880|0056|0001|AVGN284/MT/A/S|0|PC|2000049734|000880|20201226||||||||
O|0180170471|000890|0056|0001|AVGN284/MT/A/M|1|PC|2000049734|000890|20201226||||||||
O|0180170471|000900|0056|0001|AVGN284/MT/A/L|1|PC|2000049734|000900|20201226||||||||
O|0180170471|000910|0056|0001|AVGN284/MT/A/5|2|PC|2000049734|000910|20201226||||||||
O|0180170471|000920|0056|0001|AVGN284/MT/A/7|2|PC|2000049734|000920|20201226||||||||
O|0180170471|000930|0056|0001|AVGN284/MT/A/9|2|PC|2000049734|000930|20201226||||||||
O|0180170471|000940|0056|0001|AVGN284/MT/A/11|2|PC|2000049734|000940|20201226||||||||
O|0180170471|000950|0056|0001|AVGN284/MT/A/13|2|PC|2000049734|000950|20201226||||||||
O|0180170471|000960|0056|0001|AVGN283/BK/A/S|1|PC|2000049734|000960|20201226||||||||
O|0180170471|000970|0056|0001|AVGN283/BK/A/M|1|PC|2000049734|000970|20201226||||||||
O|0180170471|000980|0056|0001|AVGN283/BK/A/L|1|PC|2000049734|000980|20201226||||||||
O|0180170471|000990|0056|0001|AVGN283/BK/A/5|2|PC|2000049734|000990|20201226||||||||
O|0180170471|001000|0056|0001|AVGN283/BK/A/7|2|PC|2000049734|001000|20201226||||||||
O|0180170471|001010|0056|0001|AVGN283/BK/A/9|2|PC|2000049734|001010|20201226||||||||
O|0180170471|001020|0056|0001|AVGN283/BK/A/11|2|PC|2000049734|001020|20201226||||||||
O|0180170471|001030|0056|0001|AVGN283/BK/A/13|2|PC|2000049734|001030|20201226||||||||
O|0180170471|001040|0056|0001|AVGN283/MT/A/S|1|PC|2000049734|001040|20201226||||||||
O|0180170471|001050|0056|0001|AVGN283/MT/A/M|1|PC|2000049734|001050|20201226||||||||
O|0180170471|001060|0056|0001|AVGN283/MT/A/L|1|PC|2000049734|001060|20201226||||||||
O|0180170471|001070|0056|0001|AVGN283/MT/A/5|2|PC|2000049734|001070|20201226||||||||
O|0180170471|001080|0056|0001|AVGN283/MT/A/7|2|PC|2000049734|001080|20201226||||||||
O|0180170471|001090|0056|0001|AVGN283/MT/A/9|2|PC|2000049734|001090|20201226||||||||
O|0180170471|001100|0056|0001|AVGN283/MT/A/11|2|PC|2000049734|001100|20201226||||||||
O|0180170471|001110|0056|0001|AVGN283/MT/A/13|2|PC|2000049734|001110|20201226||||||||
O|0180170471|001120|0056|0001|AVGN230/A/S|1|PC|2000049734|001120|20201226||||||||
O|0180170471|001130|0056|0001|AVGN230/A/M|1|PC|2000049734|001130|20201226||||||||
O|0180170471|001140|0056|0001|AVGN230/A/L|1|PC|2000049734|001140|20201226||||||||
O|0180170471|001150|0056|0001|AVGN230/A/5|2|PC|2000049734|001150|20201226||||||||
O|0180170471|001160|0056|0001|AVGN230/A/7|2|PC|2000049734|001160|20201226||||||||
O|0180170471|001170|0056|0001|AVGN230/A/9|2|PC|2000049734|001170|20201226||||||||
O|0180170471|001180|0056|0001|AVGN230/A/11|2|PC|2000049734|001180|20201226||||||||
O|0180170471|001190|0056|0001|AVGN230/A/13|2|PC|2000049734|001190|20201226||||||||
O|0180170471|001200|0056|0001|AVGN242/A/S|1|PC|2000049734|001200|20201226||||||||
O|0180170471|001210|0056|0001|AVGN242/A/M|1|PC|2000049734|001210|20201226||||||||
O|0180170471|001220|0056|0001|AVGN242/A/L|1|PC|2000049734|001220|20201226||||||||
O|0180170471|001230|0056|0001|AVGN242/A/5|2|PC|2000049734|001230|20201226||||||||
O|0180170471|001240|0056|0001|AVGN242/A/7|2|PC|2000049734|001240|20201226||||||||
O|0180170471|001250|0056|0001|AVGN242/A/9|2|PC|2000049734|001250|20201226||||||||
O|0180170471|001260|0056|0001|AVGN242/A/11|2|PC|2000049734|001260|20201226||||||||
O|0180170471|001270|0056|0001|AVGN242/A/13|2|PC|2000049734|001270|20201226||||||||
O|0180170471|001280|0056|0001|AVGS073/A/S|0|PC|2000049734|001280|20201226||||||||
O|0180170471|001290|0056|0001|AVGS073/A/M|0|PC|2000049734|001290|20201226||||||||
O|0180170471|001300|0056|0001|AVGS073/A/L|0|PC|2000049734|001300|20201226||||||||
O|0180170471|001310|0056|0001|AVGS073/A/5|0|PC|2000049734|001310|20201226||||||||
O|0180170471|001320|0056|0001|AVGS073/A/7|0|PC|2000049734|001320|20201226||||||||
O|0180170471|001330|0056|0001|AVGS073/A/9|0|PC|2000049734|001330|20201226||||||||
O|0180170471|001340|0056|0001|AVGS073/A/11|0|PC|2000049734|001340|20201226||||||||
O|0180170471|001350|0056|0001|AVGS073/A/13|0|PC|2000049734|001350|20201226||||||||
O|0180170471|001360|0056|0001|MARVELN042/A/S|1|PC|2000049734|001360|20201226||||||||
O|0180170471|001370|0056|0001|MARVELN042/A/M|1|PC|2000049734|001370|20201226||||||||
O|0180170471|001380|0056|0001|MARVELN042/A/L|1|PC|2000049734|001380|20201226||||||||
O|0180170471|001390|0056|0001|MARVELN042/A/5|2|PC|2000049734|001390|20201226||||||||
O|0180170471|001400|0056|0001|MARVELN042/A/7|2|PC|2000049734|001400|20201226||||||||
O|0180170471|001410|0056|0001|MARVELN042/A/9|2|PC|2000049734|001410|20201226||||||||
O|0180170471|001420|0056|0001|MARVELN042/A/11|2|PC|2000049734|001420|20201226||||||||
O|0180170471|001430|0056|0001|MARVELN042/A/13|2|PC|2000049734|001430|20201226||||||||
O|0180170471|001440|0056|0001|AVGS088/A/S|1|PC|2000049734|001440|20201226||||||||
O|0180170471|001450|0056|0001|AVGS088/A/M|1|PC|2000049734|001450|20201226||||||||
O|0180170471|001460|0056|0001|AVGS088/A/L|1|PC|2000049734|001460|20201226||||||||
O|0180170471|001470|0056|0001|AVGS088/A/5|2|PC|2000049734|001470|20201226||||||||
O|0180170471|001480|0056|0001|AVGS088/A/7|2|PC|2000049734|001480|20201226||||||||
O|0180170471|001490|0056|0001|AVGS088/A/9|2|PC|2000049734|001490|20201226||||||||
O|0180170471|001500|0056|0001|AVGS088/A/11|2|PC|2000049734|001500|20201226||||||||
O|0180170471|001510|0056|0001|AVGS088/A/13|2|PC|2000049734|001510|20201226||||||||
O|0180170471|001520|0056|0001|GAMEA71/A/S|2|PC|2000049734|001520|20201226||||||||
O|0180170471|001530|0056|0001|GAMEA71/A/M|2|PC|2000049734|001530|20201226||||||||
O|0180170471|001540|0056|0001|GAMEA71/A/L|2|PC|2000049734|001540|20201226||||||||
O|0180170471|001550|0056|0001|GAMEA71/A/5|2|PC|2000049734|001550|20201226||||||||
O|0180170471|001560|0056|0001|GAMEA71/A/7|2|PC|2000049734|001560|20201226||||||||
O|0180170471|001570|0056|0001|GAMEA71/A/9|2|PC|2000049734|001570|20201226||||||||
O|0180170471|001580|0056|0001|GAMEA71/A/11|2|PC|2000049734|001580|20201226||||||||
O|0180170471|001590|0056|0001|GAMEA71/A/13|2|PC|2000049734|001590|20201226||||||||
O|0180170471|001600|0056|0001|GAMEA72/A/S|2|PC|2000049734|001600|20201226||||||||
O|0180170471|001610|0056|0001|GAMEA72/A/M|2|PC|2000049734|001610|20201226||||||||
O|0180170471|001620|0056|0001|GAMEA72/A/L|2|PC|2000049734|001620|20201226||||||||
O|0180170471|001630|0056|0001|GAMEA72/A/5|2|PC|2000049734|001630|20201226||||||||
O|0180170471|001640|0056|0001|GAMEA72/A/7|2|PC|2000049734|001640|20201226||||||||
O|0180170471|001650|0056|0001|GAMEA72/A/9|2|PC|2000049734|001650|20201226||||||||
O|0180170471|001660|0056|0001|GAMEA72/A/11|2|PC|2000049734|001660|20201226||||||||
O|0180170471|001670|0056|0001|GAMEA72/A/13|2|PC|2000049734|001670|20201226||||||||
O|0180170471|001680|0056|0001|GAMEA183/A/S|2|PC|2000049734|001680|20201226||||||||
O|0180170471|001690|0056|0001|GAMEA183/A/M|2|PC|2000049734|001690|20201226||||||||
O|0180170471|001700|0056|0001|GAMEA183/A/L|2|PC|2000049734|001700|20201226||||||||
O|0180170471|001710|0056|0001|GAMEA183/A/5|2|PC|2000049734|001710|20201226||||||||
O|0180170471|001720|0056|0001|GAMEA183/A/7|2|PC|2000049734|001720|20201226||||||||
O|0180170471|001730|0056|0001|GAMEA183/A/9|2|PC|2000049734|001730|20201226||||||||
O|0180170471|001740|0056|0001|GAMEA183/A/11|2|PC|2000049734|001740|20201226||||||||
O|0180170471|001750|0056|0001|GAMEA183/A/13|2|PC|2000049734|001750|20201226||||||||
O|0180170471|001760|0056|0001|SPDRN75/A/S|2|PC|2000049734|001760|20201226||||||||
O|0180170471|001770|0056|0001|SPDRN75/A/M|2|PC|2000049734|001770|20201226||||||||
O|0180170471|001780|0056|0001|SPDRN75/A/L|2|PC|2000049734|001780|20201226||||||||
O|0180170471|001790|0056|0001|SPDRN75/A/5|2|PC|2000049734|001790|20201226||||||||
O|0180170471|001800|0056|0001|SPDRN75/A/7|2|PC|2000049734|001800|20201226||||||||
O|0180170471|001810|0056|0001|SPDRN75/A/9|2|PC|2000049734|001810|20201226||||||||
O|0180170471|001820|0056|0001|SPDRN75/A/11|2|PC|2000049734|001820|20201226||||||||
O|0180170471|001830|0056|0001|SPDRN75/A/13|2|PC|2000049734|001830|20201226||||||||
O|0180170471|001840|0056|0001|AVGS029/A/S|2|PC|2000049734|001840|20201226||||||||
O|0180170471|001850|0056|0001|AVGS029/A/M|2|PC|2000049734|001850|20201226||||||||
O|0180170471|001860|0056|0001|AVGS029/A/L|2|PC|2000049734|001860|20201226||||||||
O|0180170471|001870|0056|0001|AVGS029/A/5|2|PC|2000049734|001870|20201226||||||||
O|0180170471|001880|0056|0001|AVGS029/A/7|2|PC|2000049734|001880|20201226||||||||
O|0180170471|001890|0056|0001|AVGS029/A/9|2|PC|2000049734|001890|20201226||||||||
O|0180170471|001900|0056|0001|AVGS029/A/11|2|PC|2000049734|001900|20201226||||||||
O|0180170471|001910|0056|0001|AVGS029/A/13|2|PC|2000049734|001910|20201226||||||||
O|0180170471|001920|0056|0001|SPDRN253/A/S|2|PC|2000049734|001920|20201226||||||||
O|0180170471|001930|0056|0001|SPDRN253/A/M|2|PC|2000049734|001930|20201226||||||||
O|0180170471|001940|0056|0001|SPDRN253/A/L|2|PC|2000049734|001940|20201226||||||||
O|0180170471|001950|0056|0001|SPDRN253/A/5|2|PC|2000049734|001950|20201226||||||||
O|0180170471|001960|0056|0001|SPDRN253/A/7|2|PC|2000049734|001960|20201226||||||||
O|0180170471|001970|0056|0001|SPDRN253/A/9|2|PC|2000049734|001970|20201226||||||||
O|0180170471|001980|0056|0001|SPDRN253/A/11|2|PC|2000049734|001980|20201226||||||||
O|0180170471|001990|0056|0001|SPDRN253/A/13|2|PC|2000049734|001990|20201226||||||||
O|0180170471|002000|0056|0001|SPDRN216/D/S|2|PC|2000049734|002000|20201226||||||||
O|0180170471|002010|0056|0001|SPDRN216/D/M|2|PC|2000049734|002010|20201226||||||||
O|0180170471|002020|0056|0001|SPDRN216/D/L|2|PC|2000049734|002020|20201226||||||||
O|0180170471|002030|0056|0001|SPDRN216/D/XL|2|PC|2000049734|002030|20201226||||||||
O|0180170471|002040|0056|0001|MSMA253/D/S|2|PC|2000049734|002040|20201226||||||||
O|0180170471|002050|0056|0001|MSMA253/D/M|2|PC|2000049734|002050|20201226||||||||
O|0180170471|002060|0056|0001|MSMA253/D/L|2|PC|2000049734|002060|20201226||||||||
O|0180170471|002070|0056|0001|MSMA253/D/XL|2|PC|2000049734|002070|20201226||||||||
O|0180170471|002080|0056|0001|AVENA01/D/S|2|PC|2000049734|002080|20201226||||||||
O|0180170471|002090|0056|0001|AVENA01/D/M|2|PC|2000049734|002090|20201226||||||||
O|0180170471|002100|0056|0001|AVENA01/D/L|2|PC|2000049734|002100|20201226||||||||
O|0180170471|002110|0056|0001|AVENA01/D/XL|2|PC|2000049734|002110|20201226||||||||
O|0180170471|002120|0056|0001|SPDRN222/D/S|2|PC|2000049734|002120|20201226||||||||
O|0180170471|002130|0056|0001|SPDRN222/D/M|2|PC|2000049734|002130|20201226||||||||
O|0180170471|002140|0056|0001|SPDRN222/D/L|2|PC|2000049734|002140|20201226||||||||
O|0180170471|002150|0056|0001|SPDRN222/D/XL|2|PC|2000049734|002150|20201226||||||||
O|0180170471|002160|0056|0001|COMICHR09/D/S|2|PC|2000049734|002160|20201226||||||||
O|0180170471|002170|0056|0001|COMICHR09/D/M|2|PC|2000049734|002170|20201226||||||||
O|0180170471|002180|0056|0001|COMICHR09/D/L|2|PC|2000049734|002180|20201226||||||||
O|0180170471|002190|0056|0001|COMICHR09/D/XL|2|PC|2000049734|002190|20201226||||||||
O|0180170471|002200|0056|0001|SPDRN223/D/S|2|PC|2000049734|002200|20201226||||||||
O|0180170471|002210|0056|0001|SPDRN223/D/M|2|PC|2000049734|002210|20201226||||||||
O|0180170471|002220|0056|0001|SPDRN223/D/L|2|PC|2000049734|002220|20201226||||||||
O|0180170471|002230|0056|0001|SPDRN223/D/XL|2|PC|2000049734|002230|20201226||||||||
O|0180170471|002240|0056|0001|SPDRN283/D/S|2|PC|2000049734|002240|20201226||||||||
O|0180170471|002250|0056|0001|SPDRN283/D/M|2|PC|2000049734|002250|20201226||||||||
O|0180170471|002260|0056|0001|SPDRN283/D/L|2|PC|2000049734|002260|20201226||||||||
O|0180170471|002270|0056|0001|SPDRN283/D/XL|2|PC|2000049734|002270|20201226||||||||
O|0180170471|002280|0056|0001|SPDRN297/NVWT/D/S|2|PC|2000049734|002280|20201226||||||||
O|0180170471|002290|0056|0001|SPDRN297/NVWT/D/M|2|PC|2000049734|002290|20201226||||||||
O|0180170471|002300|0056|0001|SPDRN297/NVWT/D/L|2|PC|2000049734|002300|20201226||||||||
O|0180170471|002310|0056|0001|SPDRN297/NVWT/D/XL|2|PC|2000049734|002310|20201226||||||||
O|0180170471|002320|0056|0001|SPDRN297/MTRD/D/S|2|PC|2000049734|002320|20201226||||||||
O|0180170471|002330|0056|0001|SPDRN297/MTRD/D/M|2|PC|2000049734|002330|20201226||||||||
O|0180170471|002340|0056|0001|SPDRN297/MTRD/D/L|2|PC|2000049734|002340|20201226||||||||
O|0180170471|002350|0056|0001|SPDRN297/MTRD/D/XL|2|PC|2000049734|002350|20201226||||||||
O|0180170471|002360|0056|0001|COMICHR03/D/S|2|PC|2000049734|002360|20201226||||||||
O|0180170471|002370|0056|0001|COMICHR03/D/M|2|PC|2000049734|002370|20201226||||||||
O|0180170471|002380|0056|0001|COMICHR03/D/L|2|PC|2000049734|002380|20201226||||||||
O|0180170471|002390|0056|0001|COMICHR03/D/XL|2|PC|2000049734|002390|20201226||||||||
O|0180170471|002400|0056|0001|MSMA256/D/S|2|PC|2000049734|002400|20201226||||||||
O|0180170471|002410|0056|0001|MSMA256/D/M|2|PC|2000049734|002410|20201226||||||||
O|0180170471|002420|0056|0001|MSMA256/D/L|2|PC|2000049734|002420|20201226||||||||
O|0180170471|002430|0056|0001|MSMA256/D/XL|2|PC|2000049734|002430|20201226||||||||
O|0180170471|002440|0056|0001|SPDRN281/D/S|2|PC|2000049734|002440|20201226||||||||
O|0180170471|002450|0056|0001|SPDRN281/D/M|2|PC|2000049734|002450|20201226||||||||
O|0180170471|002460|0056|0001|SPDRN281/D/L|2|PC|2000049734|002460|20201226||||||||
O|0180170471|002470|0056|0001|SPDRN281/D/XL|2|PC|2000049734|002470|20201226||||||||
O|0180170471|002480|0056|0001|SPDRN282/D/S|2|PC|2000049734|002480|20201226||||||||
O|0180170471|002490|0056|0001|SPDRN282/D/M|2|PC|2000049734|002490|20201226||||||||
O|0180170471|002500|0056|0001|SPDRN282/D/L|2|PC|2000049734|002500|20201226||||||||
O|0180170471|002510|0056|0001|SPDRN282/D/XL|2|PC|2000049734|002510|20201226||||||||
O|0180170471|002520|0056|0001|MARVELS077/D/S|2|PC|2000049734|002520|20201226||||||||
O|0180170471|002530|0056|0001|MARVELS077/D/M|2|PC|2000049734|002530|20201226||||||||
O|0180170471|002540|0056|0001|MARVELS077/D/L|2|PC|2000049734|002540|20201226||||||||
O|0180170471|002550|0056|0001|MARVELS077/D/XL|2|PC|2000049734|002550|20201226||||||||
O|0180170471|002560|0056|0001|COMICS119/D/S|2|PC|2000049734|002560|20201226||||||||
O|0180170471|002570|0056|0001|COMICS119/D/M|2|PC|2000049734|002570|20201226||||||||
O|0180170471|002580|0056|0001|COMICS119/D/L|2|PC|2000049734|002580|20201226||||||||
O|0180170471|002590|0056|0001|COMICS119/D/XL|2|PC|2000049734|002590|20201226||||||||
O|0180170471|002600|0056|0001|SPDRS070/D/S|2|PC|2000049734|002600|20201226||||||||
O|0180170471|002610|0056|0001|SPDRS070/D/M|2|PC|2000049734|002610|20201226||||||||
O|0180170471|002620|0056|0001|SPDRS070/D/L|2|PC|2000049734|002620|20201226||||||||
O|0180170471|002630|0056|0001|SPDRS070/D/XL|0|PC|2000049734|002630|20201226||||||||
O|0180170471|002640|0056|0001|MARVELN042/D/S|2|PC|2000049734|002640|20201226||||||||
O|0180170471|002650|0056|0001|MARVELN042/D/M|2|PC|2000049734|002650|20201226||||||||
O|0180170471|002660|0056|0001|MARVELN042/D/L|2|PC|2000049734|002660|20201226||||||||
O|0180170471|002670|0056|0001|MARVELN042/D/XL|2|PC|2000049734|002670|20201226||||||||
O|0180170471|002680|0056|0001|AVGN284/MTBK/D/XL|2|PC|2000049734|002680|20201226||||||||
O|0180170471|002690|0056|0001|AVGN284/MTBK/D/L|2|PC|2000049734|002690|20201226||||||||
O|0180170471|002700|0056|0001|AVGN284/MTBK/D/M|2|PC|2000049734|002700|20201226||||||||
O|0180170471|002710|0056|0001|AVGN284/MTBK/D/S|2|PC|2000049734|002710|20201226||||||||
O|0180170471|002720|0056|0001|AVGN284/WTBK/D/XL|2|PC|2000049734|002720|20201226||||||||
O|0180170471|002730|0056|0001|AVGN284/WTBK/D/L|0|PC|2000049734|002730|20201226||||||||
O|0180170471|002740|0056|0001|SPDRN285/D/S|2|PC|2000049734|002740|20201226||||||||
O|0180170471|002750|0056|0001|SPDRN285/D/M|2|PC|2000049734|002750|20201226||||||||
O|0180170471|002760|0056|0001|SPDRN285/D/L|2|PC|2000049734|002760|20201226||||||||
O|0180170471|002770|0056|0001|AVGN284/WTBK/D/M|0|PC|2000049734|002770|20201226||||||||
O|0180170471|002780|0056|0001|AVGN284/WTBK/D/S|0|PC|2000049734|002780|20201226||||||||
O|0180170471|002790|0056|0001|SPDRN285/D/XL|2|PC|2000049734|002790|20201226||||||||
O|0180170471|002800|0056|0001|AVGN283/MT/D/S|0|PC|2000049734|002800|20201226||||||||
O|0180170471|002810|0056|0001|AVGN283/MT/D/M|0|PC|2000049734|002810|20201226||||||||
O|0180170471|002820|0056|0001|AVGN283/MT/D/L|0|PC|2000049734|002820|20201226||||||||
O|0180170471|002830|0056|0001|AVGN283/MT/D/XL|2|PC|2000049734|002830|20201226||||||||
