Order_type|Inbound_order|Inbound_item|Store_id|StorageLocation|ItemCode|Qty|UOM|PO_NUMBER|PO_ITEM|DELIV_DATE|HEADER_TEXT|ITEM_TEXT|VBN|MANU_DATE|EXPR_DATE|Remarks1|Remarks2|Remarks3
O|0180171398|000010|0056|0001|AVGN390/D/S|0|PC|2000049961|000010|20210128||||||||
O|0180171398|000020|0056|0001|AVGN390/D/M|0|PC|2000049961|000020|20210128||||||||
O|0180171398|000030|0056|0001|AVGN390/D/L|0|PC|2000049961|000030|20210128||||||||
O|0180171398|000040|0056|0001|AVGN390/D/XL|0|PC|2000049961|000040|20210128||||||||
O|0180171398|000050|0056|0001|AVGN390/D/XXL|0|PC|2000049961|000050|20210128||||||||
O|0180171398|000060|0056|0001|AVGN394/D/S|2|PC|2000049961|000060|20210128||||||||
O|0180171398|000070|0056|0001|AVGN394/D/M|2|PC|2000049961|000070|20210128||||||||
O|0180171398|000080|0056|0001|AVGN394/D/L|2|PC|2000049961|000080|20210128||||||||
O|0180171398|000090|0056|0001|AVGN394/D/XL|2|PC|2000049961|000090|20210128||||||||
O|0180171398|000100|0056|0001|AVGN394/D/XXL|2|PC|2000049961|000100|20210128||||||||
O|0180171398|000110|0056|0001|AVGN397/D/S|2|PC|2000049961|000110|20210128||||||||
O|0180171398|000120|0056|0001|AVGN397/D/M|2|PC|2000049961|000120|20210128||||||||
O|0180171398|000130|0056|0001|AVGN397/D/L|2|PC|2000049961|000130|20210128||||||||
O|0180171398|000140|0056|0001|AVGN397/D/XL|2|PC|2000049961|000140|20210128||||||||
O|0180171398|000150|0056|0001|AVGN397/D/XXL|2|PC|2000049961|000150|20210128||||||||
O|0180171398|000160|0056|0001|AVGN398/D/S|2|PC|2000049961|000160|20210128||||||||
O|0180171398|000170|0056|0001|AVGN398/D/M|2|PC|2000049961|000170|20210128||||||||
O|0180171398|000180|0056|0001|AVGN398/D/L|2|PC|2000049961|000180|20210128||||||||
O|0180171398|000190|0056|0001|AVGN398/D/XL|2|PC|2000049961|000190|20210128||||||||
O|0180171398|000200|0056|0001|AVGN398/D/XXL|2|PC|2000049961|000200|20210128||||||||
