ARTICLE CODE|DESCRIPTION|BRAND|BRAND DESCRIPTION|BAR CODE (EAN)|PROFIT CENTER|PROFIT CENTER DESCRIPTION|ARTICLE TYPE|ARTICLE TYPE DESCRIPTION|CATEGORY|CATEGORY DESCRIPTION|SUB CATEGORY|SUB CATEGORY DESCRIPTION|MERCHANDISE CATEGORY|MERCHANDISE CATEGORY DESCRIPTION|RETAIL PRICE|CURRENCY|ACTIVE STATUS|STORE ID|STORE DESCRIPTION|COUNTRY|REMARKS 1|REMARKS 2|REMARKS 3
40942|BVF MJNLE COUNTER TESTER DISPLAY|BVF|BVLGARI|783320409424|BVF23|BVLGARI MON JASMIN NOIR L'EAU EXQUISE|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
40943|BVF MJNLE A4 DOUBLE SIDED DISPLAY|BVF|BVLGARI|783320409431|BVF23|BVLGARI MON JASMIN NOIR L'EAU EXQUISE|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
44210|BVF OM CORAL EDT 40ML|BVF|BVLGARI|783320442100|BVF26|BVLGARI OMNIA CORAL|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|1430|EDT|1055000|IDR|Y|||ID|FC00||
44210PS|BVF OM CORAL EDT 40ML PS|BVF|BVLGARI|783320703751|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9060|PRE-SERIES|0|IDR|N|||ID|FC00||
44520|BVF OM CORAL BODY SCRUB 100ML|BVF|BVLGARI|783320445200|BVF26|BVLGARI OMNIA CORAL|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1130|BODY EXFOLIANT/SCRUB|370000|IDR|Y|||ID|FC00||
44550|BVF OM CORAL B/L 100ML|BVF|BVLGARI|783320445507|BVF26|BVLGARI OMNIA CORAL|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1140|BODY LOTION|465000|IDR|Y|||ID|FC00||
44556|BVF OM CORAL SCINT BL 200ML|BVF|BVLGARI|2050000201103|BVF26|BVLGARI OMNIA CORAL|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1140|BODY LOTION|0|IDR|Y|||ID|FC00||
44557|BVF OM CORAL B/L 100ML|BVF|BVLGARI|783320445576|BVF26|BVLGARI OMNIA CORAL|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1140|BODY LOTION|0|IDR|Y|||ID|FC00||
44600|BVF OM CORAL EDT 5ML MINI|BVF|BVLGARI|783320446009|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9120|VIAL|0|IDR|Y|||ID|FC00||
44620|BVF OM CORAL EDT 1.5ML VIAL|BVF|BVLGARI|783320446207|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9120|VIAL|0|IDR|Y|||ID|FC00||
44621|BVF OM CORAL SAMPLING KIT 2012|BVF|BVLGARI|783320446214|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9100|SAMPLING SET|0|IDR|Y|||ID|FC00||
44623|BVF OM CORAL EDT 1.5ML VIAL|BVF|BVLGARI|783320446238|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9090|SAMPLING CARDS|0|IDR|N|||ID|FC00||
44631|BVF OM CORAL B/L 10ML TUBE|BVF|BVLGARI|783320446313|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|20|Bath and Body|120|Bathline (SG, BL, Scrub)|9110|TUBE|0|IDR|Y|||ID|FC00||
44640|BVF OM CORAL EDT 10ML GWP|BVF|BVLGARI|783320446405|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
44641|BVF OM CORAL KEY RING GWP|BVF|BVLGARI|783320446412|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|45|Fashion Accessories|255|Fashion Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
44642|BVF OM CORAL HAIR ACCESSORY GWP|BVF|BVLGARI|783320446429|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|45|Fashion Accessories|255|Fashion Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
44644|BVF OM CORAL PARFUMS 15ML GWP|BVF|BVLGARI|783320446443|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
44645|BVF OM CORAL SOLID PERFUME 1G GWP|BVF|BVLGARI|783320446450|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
44650|BVF OM CORAL EDT 65ML TS|BVF|BVLGARI|783320446504|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
44671|BVF OM CORAL GIANT DUMMY|BVF|BVLGARI|783320446719|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
44690|BVF OM CORAL BODY SCRUB 30ML GWP|BVF|BVLGARI|783320446900|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
44691|BVF OM CORAL B/L 30ML GWP|BVF|BVLGARI|783320446917|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
44900|BVF OM CORAL BLOTTERS 1=100|BVF|BVLGARI|783320449000|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9090|SAMPLING CARDS|0|IDR|N|||ID|FC00||
44901|BVF OM CORAL GLORIFIER|BVF|BVLGARI|783320449017|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
44903|BVF OM CORAL PERF BRACELETS 1=100|BVF|BVLGARI|783320449031|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|45|Fashion Accessories|255|Fashion Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
44905|BVF OM CORAL A4 DOUBLE SIDED DISP|BVF|BVLGARI|783320449055|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
44906|BVF OM CORAL A5 DOUBLE SIDED DISP|BVF|BVLGARI|783320449062|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
44912|BVF OM CORAL TRIO COUNTER TS DISP|BVF|BVLGARI|783320449123|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
44913|BVF OM CORAL DUO TESTER DISPLAY|BVF|BVLGARI|783320449130|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
44914|BVF OM CORAL COUNTER TS DISPLAY|BVF|BVLGARI|783320449147|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
44915|BVF OM CORAL OLFACTIVE KIT|BVF|BVLGARI|783320449154|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
44920|BVF OM CORAL DUO PERF REFILL 1=8|BVF|BVLGARI|783320449208|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
44921|BVF OM CORAL DUO PERFUME REFILL|BVF|BVLGARI|783320449215|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
44925|BVF OM CORAL ENG TRG MATERIAL|BVF|BVLGARI|2050000057892|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
44927|BVF OM CORAL TRAINING REMINDERS CHINESE|BVF|BVLGARI|2050000092619|BVF26|BVLGARI OMNIA CORAL|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
45210|BVF OIG EDT 40ML|BVF|BVLGARI|783320452109|BVF35|BVLGARI OMNIA GARNET|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|1430|EDT|1055000|IDR|Y|||ID|FC00||
45250|BVF OIG EDT 65ML|BVF|BVLGARI|783320452505|BVF35|BVLGARI OMNIA GARNET|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|1430|EDT|1270000|IDR|Y|||ID|FC00||
45520|BVF OIG BEAUTY OIL BODY 100ML|BVF|BVLGARI|783320455209|BVF35|BVLGARI OMNIA GARNET|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1180|BODY OIL|730000|IDR|Y|||ID|FC00||
45550|BVF OIG SOAP 150G|BVF|BVLGARI|783320455506|BVF35|BVLGARI OMNIA GARNET|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1040|BAR SOAP|430000|IDR|Y|||ID|FC00||
45604PS|BVF OIG EDT 40ML PS|BVF|BVLGARI|2050000210532|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9060|PRE-SERIES|0|IDR|N|||ID|FC00||
45620|BVF OIG EDT 1.5ML VIAL|BVF|BVLGARI|783320456206|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9120|VIAL|0|IDR|Y|||ID|FC00||
45631|BVF OIG EDT 5ML MINI|BVF|BVLGARI|783320456312|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9070|MINIATURE|0|IDR|Y|||ID|FC00||
45632|BVF OIG BEAUTY OIL 10ML GWP|BVF|BVLGARI|783320456329|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|20|Bath and Body|120|Bathline (SG, BL, Scrub)|9040|GWP|0|IDR|Y|||ID|FC00||
45644|BVF OIG EDT 15ML JEWEL CHARM GWP|BVF|BVLGARI|783320456442|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
45650|BVF OIG EDT 65ML TS|BVF|BVLGARI|783320456503|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
45670|BVF OIG EDT 65ML DUMMY|BVF|BVLGARI|783320456701|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
45671|BVF OIG GIANT DUMMY|BVF|BVLGARI|783320456718|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
45900|BVF OIG GLORIFIER|BVF|BVLGARI|783320459009|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
45901|BVF OIG SINGLE COUNTER TS DISP|BVF|BVLGARI|783320459016|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
45902|BVF OM TRIO COUNTER TESTER DISPLAY|BVF|BVLGARI|783320459023|BVF25|BVLGARI OMNIA AMETHYSTE|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
45905|BVF OIG A4 DOUBLESIDED DISPLAY|BVF|BVLGARI|783320459054|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
45906|BVF OIG A5 DOUBLESIDED DISPLAY|BVF|BVLGARI|783320459061|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
45912|BVF OIG BLOTTER CARDS 1=100|BVF|BVLGARI|783320459122|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9090|SAMPLING CARDS|0|IDR|N|||ID|FC00||
45920|BVF OIG OLFACTIVE KIT|BVF|BVLGARI|783320459207|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
45921|BVF OIG ENGLISH TRAINING REMINDER|BVF|BVLGARI|2050000218514|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
45929|BVF OIG CHINESE TRAINING REMINDER|BVF|BVLGARI|2050000218637|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
70711|BVF OM CRYSTAL VANITY BAG GWP|BVF|BVLGARI|2050000181641|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
80242|BVF BLV II XM10 EDP SET|BVF|BVLGARI|783320802423|BVF06|BVLGARI BLUE II|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80243|BVF JN XM10 SET|BVF|BVLGARI|783320802430|BVF19|BVLGARI JASMIN NOIR|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80245|BVF BLV II XM10 EDP SET|BVF|BVLGARI|783320802454|BVF06|BVLGARI BLUE II|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80246|BVF OGJ XM10 SET|BVF|BVLGARI|783320802461|BVF28|BVLGARI OMNIA GREEN JADE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80248|BVF PF XMAS SET 2010|BVF|BVLGARI|2050000085833|BVF17|BVLGARI FOR WOMEN|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80251|BVF OGJ XMAS SET 2010|BVF|BVLGARI|2050000085857|BVF28|BVLGARI OMNIA GREEN JADE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80252|BVF AQVA PH XM10 SET|BVF|BVLGARI|783320802522|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80254|BVF BLV II XM10 EDP SET|BVF|BVLGARI|783320802546|BVF06|BVLGARI BLUE II|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80255|BVF JN XM10 SET|BVF|BVLGARI|783320802553|BVF19|BVLGARI JASMIN NOIR|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80256|BVF AQM PH XM10 SET|BVF|BVLGARI|783320802560|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80258|BVF BLV PH XMAS SET 10|BVF|BVLGARI|783320802584|BVF11|BVLGARI BVL MAN|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80259|BVF AQVA PH XM10 SET|BVF|BVLGARI|783320802591|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80262|BVF AQVA PH XM10 SET|BVF|BVLGARI|2050000085864|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80263|BVF JN SPRING SET 2011|BVF|BVLGARI|783320802638|BVF19|BVLGARI JASMIN NOIR|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80264|BVF BLV II SPR11 SET-EDP30+EDP10|BVF|BVLGARI|783320802645|BVF06|BVLGARI BLUE II|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80265|BVF OMC+OMJ SPRING SET 2011|BVF|BVLGARI|783320802652|BVF27|BVLGARI OMNIA CRYSTALLINE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80266|BVF JN+RE SPRING SET 2011|BVF|BVLGARI|783320802669|BVF19|BVLGARI JASMIN NOIR|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80268|BVF BLV II SPR11 EDP SET|BVF|BVLGARI|783320802683|BVF06|BVLGARI BLUE II|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80269|BVF OMJ SPRING SET 2011|BVF|BVLGARI|783320802690|BVF28|BVLGARI OMNIA GREEN JADE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80271|BVF BLV PH SPRING SET 2011|BVF|BVLGARI|783320802713|BVF11|BVLGARI BVL MAN|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80272|BVF AQVA PH SPR11 SET|BVF|BVLGARI|783320802720|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80273|BVF BVL MAN SPRING SET 2011|BVF|BVLGARI|783320802737|BVF11|BVLGARI BVL MAN|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80274|BVF OMC INTRO EDT40+BL75+SG75|BVF|BVLGARI|783320802744|BVF27|BVLGARI OMNIA CRYSTALLINE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|279508|IDR|Y|||ID|FC00||
80276|BVF JN SPRING SET 2011|BVF|BVLGARI|783320802768|BVF19|BVLGARI JASMIN NOIR|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80277|BVF BLV II SPR11 EDP SET|BVF|BVLGARI|783320802775|BVF06|BVLGARI BLUE II|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80279|BVF BVL MAN SPRING SET 2011|BVF|BVLGARI|783320802799|BVF11|BVLGARI BVL MAN|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80280|BVF OMC SPRING SET 2011|BVF|BVLGARI|783320802805|BVF27|BVLGARI OMNIA CRYSTALLINE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80282|BVF AQM PH SPR11 SET|BVF|BVLGARI|783320802829|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80284|BVF SP2011 WOMEN POUCH GWP|BVF|BVLGARI|783320802843|BVF18|BVLGARI GENERAL|ZPOS|LA: POS Material|45|Fashion Accessories|255|Fashion Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
80285|BVF SP2011 MEN POUCH GWP|BVF|BVLGARI|783320802850|BVF18|BVLGARI GENERAL|ZPOS|LA: POS Material|45|Fashion Accessories|260|Fashion Accessories - Men|9040|GWP|0|IDR|Y|||ID|FC00||
80288|BVF JN + MJN EDP XMAS SET 2011|BVF|BVLGARI|783320802881|BVF22|BVLGARI MON JASMIN NOIR|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|925000|IDR|Y|||ID|FC00||
80289|BVF JN EDP XM11 SET|BVF|BVLGARI|2050000058103|BVF19|BVLGARI JASMIN NOIR|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80290|BVF MJN XM11-EDP+BL+POUCH|BVF|BVLGARI|783320802904|BVF22|BVLGARI MON JASMIN NOIR|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80292|BVF OC CLASSIC XMAS SET 2011|BVF|BVLGARI|2050000146749|BVF27|BVLGARI OMNIA CRYSTALLINE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|331505|IDR|Y|||ID|FC00||
80293|BVF BLV II XM11-EDP+BL+POU|BVF|BVLGARI|783320802935|BVF06|BVLGARI BLUE II|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|920000|IDR|Y|||ID|FC00||
80294|BVF OMA EDT+BL+POUCH XMAS 2011|BVF|BVLGARI|783320802942|BVF25|BVLGARI OMNIA AMETHYSTE|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80295|BVF PH SOIR XM11-EDT+SSG+POUCH|BVF|BVLGARI|2050000083228|BVF31|BVLGARI POUR HOMME - SOIR|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|1000000|IDR|Y|||ID|FC00||
80296|BVF BLV PH XM11-EDT+AS+POUCH|BVF|BVLGARI|783320802966|BVF07|BVLGARI BLUE MEN'S LINE|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80297|BVF AQVA PH XM11-EDT+SSG+POU|BVF|BVLGARI|2050000057847|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80303|BVF AQVA PH XM11-EDT+SSG+AS|BVF|BVLGARI|2050000057878|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80304|BVF BVL MAN XM11-EDT+SSG+AS|BVF|BVLGARI|783320803048|BVF11|BVLGARI BVL MAN|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|750000|IDR|Y|||ID|FC00||
80306|BVF OMC XM11-EDT+BL|BVF|BVLGARI|2050000083358|BVF27|BVLGARI OMNIA CRYSTALLINE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|1025000|IDR|Y|||ID|FC00||
80307|BVF AQM PH XM11-EDT+SSG+PC COVER|BVF|BVLGARI|783320803079|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80308|BVF BVL MAN XM11-EDT+AS+PC COVER|BVF|BVLGARI|783320803086|BVF11|BVLGARI BVL MAN|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80311|BVF MJN SPRING SET 2012|BVF|BVLGARI|783320803116|BVF22|BVLGARI MON JASMIN NOIR|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80316|BVF POUR HOMME SPR SET 2012|BVF|BVLGARI|783320803161|BVF16|BVLGARI FOR MEN|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|975000|IDR|Y|||ID|FC00||
80319|BVF OMC SPRING SET 2012|BVF|BVLGARI|783320803192|BVF27|BVLGARI OMNIA CRYSTALLINE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80320|BVF AQM PH SPR12 SET|BVF|BVLGARI|783320803208|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80321|BVF BVL MAN SPRING SET 2012|BVF|BVLGARI|783320803215|BVF11|BVLGARI BVL MAN|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
80322|BVF BLV II MAN SPR12 SET|BVF|BVLGARI|783320803222|BVF06|BVLGARI BLUE II|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
